site_name,year_trt,New_taxon,prop
Bad Lauchstaedt,0,Cerastium_fontanum,0.48739139648230556
Bad Lauchstaedt,0,Plantago_lanceolata,0.4662004662004662
Bad Lauchstaedt,0,Bromus_sterilis,0.42381860563678747
Bad Lauchstaedt,0,Trifolium_campestre,0.42381860563678747
Bad Lauchstaedt,1,Picris_hieracioides,20.35609885729471
Bad Lauchstaedt,1,Vulpia_myuros,19.771458942333243
Bad Lauchstaedt,1,Taraxacum_officinale,15.20063778899814
Bad Lauchstaedt,1,Vicia_setifolia,7.49402072814244
Bad Lauchstaedt,1,Trifolium_campestre,5.474355567366463
Bad Lauchstaedt,1,Vicia_hirsuta,4.996013818761626
Bad Lauchstaedt,1,Lolium_perenne,3.85330853042785
Bad Lauchstaedt,1,Papaver_rhoeas,2.9231995748073345
Bad Lauchstaedt,1,Fallopia_convolvulus,2.8700504916290193
Bad Lauchstaedt,1,Dactylis_glomerata,1.8867924528301887
Bad Lauchstaedt,1,Cirsium_arvense,1.674196120116928
Bad Lauchstaedt,1,Elymus_repens,1.6476215785277704
Bad Lauchstaedt,1,Tanacetum_vulgare,1.6210470369386127
Bad Lauchstaedt,1,Crepis_biennis,1.4881743289928249
Bad Lauchstaedt,1,Poa_pratensis,1.0098325803879882
Bad Lauchstaedt,1,Plantago_lanceolata,0.8503853308530427
Bad Lauchstaedt,1,Bromus_hordeaceus,0.7175126229072548
Bad Lauchstaedt,1,Achillea_millefolium,0.6909380813180973
Bad Lauchstaedt,1,Cerastium_fontanum,0.6377889981397821
Bad Lauchstaedt,1,Descurainia_sophia,0.6112144565506245
Bad Lauchstaedt,2,Vulpia_myuros,13.837670170601413
Bad Lauchstaedt,2,Taraxacum_officinale,13.613648113044977
Bad Lauchstaedt,2,Vicia_setifolia,9.236601757711528
Bad Lauchstaedt,2,Picris_hieracioides,8.685162846803378
Bad Lauchstaedt,2,Papaver_rhoeas,7.513355161123557
Bad Lauchstaedt,2,Vicia_hirsuta,5.376529381354471
Bad Lauchstaedt,2,Crepis_biennis,5.135274857832156
Bad Lauchstaedt,2,Capsella_bursa-pastoris,5.049112528002757
Bad Lauchstaedt,2,Lolium_perenne,4.721695674651043
Bad Lauchstaedt,2,Trifolium_campestre,3.8428399103911772
Bad Lauchstaedt,2,Elymus_repens,3.3086334654489056
Bad Lauchstaedt,2,Dactylis_glomerata,2.929519214199552
Bad Lauchstaedt,2,Tanacetum_vulgare,2.085128381871446
Bad Lauchstaedt,2,Veronica_persica,2.0334309839738065
Bad Lauchstaedt,2,Descurainia_sophia,1.895571256246769
Bad Lauchstaedt,2,Cirsium_arvense,1.4130622092021368
Bad Lauchstaedt,2,Poa_pratensis,1.1028778218163018
Bad Lauchstaedt,2,Plantago_lanceolata,1.0167154919869033
Bad Lauchstaedt,2,Polygonum_aviculare,0.9650180940892641
Bad Lauchstaedt,2,Achillea_millefolium,0.8788557642598656
Bad Lauchstaedt,3,Lolium_perenne,12.189110463813577
Bad Lauchstaedt,3,Picris_hieracioides,10.710284561953841
Bad Lauchstaedt,3,Taraxacum_officinale,10.441407125252072
Bad Lauchstaedt,3,Vicia_hirsuta,8.290387631637913
Bad Lauchstaedt,3,Elymus_repens,7.752632758234372
Bad Lauchstaedt,3,Trifolium_campestre,7.058032713421465
Bad Lauchstaedt,3,Papaver_rhoeas,5.153484203450594
Bad Lauchstaedt,3,Dactylis_glomerata,4.862200313690343
